Date,Employee,Attendance,Status,Late_Minutes,Fine
2023-09-15,Person_22,09:19-17:01,DANGER,19,100
2023-09-15,Person_24,09:01-17:26,DANGER,1,50
2023-09-15,Person_25,09:08-16:30,DANGER,8,50
2023-09-15,Person_26,09:09-16:53,DANGER,9,50
2023-09-15,Person_29,09:03-16:46,DANGER,3,50
2023-09-15,Person_35,09:14-16:50,DANGER,14,50
2023-09-15,Person_37,09:01-17:16,DANGER,1,50
2023-09-15,Person_38,09:02-16:54,DANGER,2,50
2023-09-15,Person_39,09:09-16:58,DANGER,9,50
2023-09-15,Person_42,09:20-17:31,DANGER,20,100
2023-09-15,Person_43,09:19-17:20,DANGER,19,100
2023-09-15,Person_44,09:12-16:44,DANGER,12,50
2023-09-15,Person_48,09:09-16:36,DANGER,9,50
2023-09-15,Person_52,09:02-16:54,DANGER,2,50
2023-09-15,Person_53,09:19-16:52,DANGER,19,100
2023-09-15,Person_56,09:03-16:44,DANGER,3,50
2023-09-15,Person_57,09:10-17:01,DANGER,10,50
2023-09-15,Person_61,09:03-17:02,DANGER,3,50
2023-09-15,Person_65,09:03-17:02,DANGER,3,50
2023-09-15,Person_66,09:14-17:01,DANGER,14,50
2023-09-15,Person_68,09:05-17:16,DANGER,5,50
2023-09-15,Person_69,09:01-16:49,DANGER,1,50
2023-09-15,Person_70,09:09-16:40,DANGER,9,50
2023-09-15,Person_72,09:09-17:03,DANGER,9,50
2023-09-15,Person_73,09:26-17:07,DANGER,26,100
2023-09-15,Person_74,09:14-17:24,DANGER,14,50
2023-09-15,Person_75,09:13-16:49,DANGER,13,50
2023-09-15,Person_78,09:09-17:04,DANGER,9,50
2023-09-15,Person_79,09:17-17:01,DANGER,17,100
2023-09-15,Person_83,09:09-16:43,DANGER,9,50
2023-09-15,Person_84,09:17-16:37,DANGER,17,100
2023-09-15,Person_85,09:04-17:03,DANGER,4,50
2023-09-15,Person_87,09:01-16:39,DANGER,1,50
2023-09-15,Person_88,09:14-16:50,DANGER,14,50
2023-09-15,Person_91,09:01-17:05,DANGER,1,50
2023-09-15,Person_92,09:12-17:03,DANGER,12,50
2023-09-15,Person_96,09:06-16:47,DANGER,6,50
2023-09-15,Person_97,09:19-17:02,DANGER,19,100
2023-09-15,Person_99,09:02-17:08,DANGER,2,50
2023-09-16,Person_2,09:03-17:02,DANGER,3,50
2023-09-16,Person_4,09:22-17:12,DANGER,22,100
2023-09-16,Person_6,09:09-17:12,DANGER,9,50
2023-09-16,Person_7,09:04-16:54,DANGER,4,50
2023-09-16,Person_8,09:07-16:42,DANGER,7,50
2023-09-16,Person_12,09:03-17:22,DANGER,3,50
2023-09-16,Person_13,09:09-16:48,DANGER,9,50
2023-09-16,Person_16,09:02-16:37,DANGER,2,50
2023-09-16,Person_17,09:34-17:07,DANGER,34,200
2023-09-16,Person_21,09:04-17:12,DANGER,4,50
2023-09-16,Person_22,09:12-17:35,DANGER,12,50
2023-09-16,Person_25,09:14-16:50,DANGER,14,50
2023-09-16,Person_26,09:14-16:52,DANGER,14,50
2023-09-16,Person_29,09:18-17:20,DANGER,18,100
2023-09-16,Person_30,09:15-17:17,DANGER,15,50
2023-09-16,Person_34,09:22-17:10,DANGER,22,100
2023-09-16,Person_35,09:08-17:10,DANGER,8,50
2023-09-16,Person_37,09:01-17:15,DANGER,1,50
2023-09-16,Person_39,09:10-16:58,DANGER,10,50
2023-09-16,Person_44,09:17-16:44,DANGER,17,100
2023-09-16,Person_48,09:22-17:13,DANGER,22,100
2023-09-16,Person_52,09:10-17:05,DANGER,10,50
2023-09-16,Person_53,09:18-17:00,DANGER,18,100
2023-09-16,Person_57,09:08-16:47,DANGER,8,50
2023-09-16,Person_59,09:07-17:01,DANGER,7,50
2023-09-16,Person_61,09:08-17:04,DANGER,8,50
2023-09-16,Person_63,09:01-16:54,DANGER,1,50
2023-09-16,Person_64,09:13-16:52,DANGER,13,50
2023-09-16,Person_65,09:09-16:55,DANGER,9,50
2023-09-16,Person_66,09:02-17:10,DANGER,2,50
2023-09-16,Person_67,09:05-17:11,DANGER,5,50
2023-09-16,Person_69,09:30-16:54,DANGER,30,100
2023-09-16,Person_70,09:11-16:46,DANGER,11,50
2023-09-16,Person_74,09:10-17:12,DANGER,10,50
2023-09-16,Person_75,09:10-16:48,DANGER,10,50
2023-09-16,Person_77,09:32-16:56,DANGER,32,200
2023-09-16,Person_78,09:07-17:02,DANGER,7,50
2023-09-16,Person_79,09:14-17:04,DANGER,14,50
2023-09-16,Person_82,09:03-16:50,DANGER,3,50
2023-09-16,Person_83,09:15-17:09,DANGER,15,50
2023-09-16,Person_84,09:13-17:13,DANGER,13,50
2023-09-16,Person_86,09:17-17:26,DANGER,17,100
2023-09-16,Person_87,09:05-16:45,DANGER,5,50
2023-09-16,Person_88,09:16-16:48,DANGER,16,100
2023-09-16,Person_90,09:10-17:00,DANGER,10,50
2023-09-16,Person_92,09:18-17:17,DANGER,18,100
2023-09-16,Person_96,09:09-17:18,DANGER,9,50
2023-09-16,Person_97,09:17-16:44,DANGER,17,100
2023-09-16,Person_99,09:04-17:08,DANGER,4,50
2023-09-17,Person_3,09:10-17:02,DANGER,10,50
2023-09-17,Person_4,09:12-17:10,DANGER,12,50
2023-09-17,Person_6,09:03-17:34,DANGER,3,50
2023-09-17,Person_8,09:06-16:59,DANGER,6,50
2023-09-17,Person_11,09:05-17:09,DANGER,5,50
2023-09-17,Person_12,09:12-17:08,DANGER,12,50
2023-09-17,Person_13,09:18-16:48,DANGER,18,100
2023-09-17,Person_16,09:22-16:49,DANGER,22,100
2023-09-17,Person_17,09:22-17:13,DANGER,22,100
2023-09-17,Person_21,09:13-17:00,DANGER,13,50
2023-09-17,Person_22,09:12-16:35,DANGER,12,50
2023-09-17,Person_23,09:02-17:11,DANGER,2,50
2023-09-17,Person_25,09:01-16:41,DANGER,1,50
2023-09-17,Person_26,09:13-16:52,DANGER,13,50
2023-09-17,Person_29,09:09-17:26,DANGER,9,50
2023-09-17,Person_30,09:19-17:07,DANGER,19,100
2023-09-17,Person_33,09:05-16:53,DANGER,5,50
2023-09-17,Person_34,09:29-16:58,DANGER,29,100
2023-09-17,Person_35,09:11-16:52,DANGER,11,50
2023-09-17,Person_37,09:01-17:19,DANGER,1,50
2023-09-17,Person_38,09:11-17:10,DANGER,11,50
2023-09-17,Person_39,09:07-16:51,DANGER,7,50
2023-09-17,Person_43,09:33-17:12,DANGER,33,200
2023-09-17,Person_44,09:09-16:39,DANGER,9,50
2023-09-17,Person_46,09:03-17:00,DANGER,3,50
2023-09-17,Person_47,09:10-17:13,DANGER,10,50
2023-09-17,Person_48,09:11-16:53,DANGER,11,50
2023-09-17,Person_52,09:19-17:01,DANGER,19,100
2023-09-17,Person_53,09:09-16:57,DANGER,9,50
2023-09-17,Person_56,09:17-16:42,DANGER,17,100
2023-09-17,Person_57,09:11-16:37,DANGER,11,50
2023-09-17,Person_60,09:10-16:53,DANGER,10,50
2023-09-17,Person_61,09:09-17:19,DANGER,9,50
2023-09-17,Person_64,09:04-16:46,DANGER,4,50
2023-09-17,Person_65,09:03-16:58,DANGER,3,50
2023-09-17,Person_66,09:12-17:14,DANGER,12,50
2023-09-17,Person_69,09:18-16:58,DANGER,18,100
2023-09-17,Person_70,09:16-16:33,DANGER,16,100
2023-09-17,Person_74,09:05-17:04,DANGER,5,50
2023-09-17,Person_75,09:19-16:46,DANGER,19,100
2023-09-17,Person_78,09:04-17:03,DANGER,4,50
2023-09-17,Person_79,09:06-17:08,DANGER,6,50
2023-09-17,Person_82,09:04-16:52,DANGER,4,50
2023-09-17,Person_83,09:13-17:04,DANGER,13,50
2023-09-17,Person_84,09:08-17:02,DANGER,8,50
2023-09-17,Person_87,09:03-16:50,DANGER,3,50
2023-09-17,Person_88,09:23-16:53,DANGER,23,100
2023-09-17,Person_91,09:04-17:08,DANGER,4,50
2023-09-17,Person_92,09:09-17:11,DANGER,9,50
2023-09-17,Person_94,09:07-16:37,DANGER,7,50
2023-09-17,Person_96,09:08-17:01,DANGER,8,50
2023-09-17,Person_97,09:10-17:11,DANGER,10,50
2023-09-18,Person_2,09:07-17:00,DANGER,7,50
2023-09-18,Person_3,09:21-16:50,DANGER,21,100
2023-09-18,Person_4,09:11-17:13,DANGER,11,50
2023-09-18,Person_8,09:40-16:45,DANGER,40,200
2023-09-18,Person_11,09:01-17:04,DANGER,1,50
2023-09-18,Person_12,09:19-16:57,DANGER,19,100
2023-09-18,Person_13,09:13-16:47,DANGER,13,50
2023-09-18,Person_20,09:10-16:52,DANGER,10,50
2023-09-18,Person_22,09:10-17:01,DANGER,10,50
2023-09-18,Person_26,09:11-16:53,DANGER,11,50
2023-09-18,Person_29,09:19-16:44,DANGER,19,100
2023-09-18,Person_33,09:10-16:50,DANGER,10,50
2023-09-18,Person_35,09:09-16:57,DANGER,9,50
2023-09-18,Person_38,09:07-16:33,DANGER,7,50
2023-09-18,Person_39,09:07-16:57,DANGER,7,50
2023-09-18,Person_42,09:06-17:25,DANGER,6,50
2023-09-18,Person_43,09:04-17:16,DANGER,4,50
2023-09-18,Person_44,09:18-16:46,DANGER,18,100
2023-09-18,Person_46,09:05-16:57,DANGER,5,50
2023-09-18,Person_47,09:09-17:11,DANGER,9,50
2023-09-18,Person_48,09:10-17:38,DANGER,10,50
2023-09-18,Person_51,09:02-17:07,DANGER,2,50
2023-09-18,Person_52,09:11-17:03,DANGER,11,50
2023-09-18,Person_53,09:25-16:55,DANGER,25,100
2023-09-18,Person_57,09:11-16:44,DANGER,11,50
2023-09-18,Person_59,09:06-17:06,DANGER,6,50
2023-09-18,Person_60,09:10-17:12,DANGER,10,50
2023-09-18,Person_61,09:06-16:55,DANGER,6,50
2023-09-18,Person_64,09:12-17:09,DANGER,12,50
2023-09-18,Person_65,09:02-16:59,DANGER,2,50
2023-09-18,Person_66,09:13-17:17,DANGER,13,50
2023-09-18,Person_68,09:14-17:09,DANGER,14,50
2023-09-18,Person_70,09:08-16:54,DANGER,8,50
2023-09-18,Person_72,09:12-17:06,DANGER,12,50
2023-09-18,Person_74,09:06-17:21,DANGER,6,50
2023-09-18,Person_75,09:09-16:44,DANGER,9,50
2023-09-18,Person_77,09:08-16:55,DANGER,8,50
2023-09-18,Person_78,09:04-17:04,DANGER,4,50
2023-09-18,Person_79,09:01-17:04,DANGER,1,50
2023-09-18,Person_81,09:06-16:48,DANGER,6,50
2023-09-18,Person_83,09:06-16:59,DANGER,6,50
2023-09-18,Person_84,09:15-16:51,DANGER,15,50
2023-09-18,Person_87,09:03-16:47,DANGER,3,50
2023-09-18,Person_88,09:10-16:51,DANGER,10,50
2023-09-18,Person_90,09:06-16:56,DANGER,6,50
2023-09-18,Person_91,09:03-17:08,DANGER,3,50
2023-09-18,Person_96,09:07-16:54,DANGER,7,50
2023-09-18,Person_97,09:11-17:31,DANGER,11,50
2023-09-18,Person_98,09:08-17:09,DANGER,8,50
2023-09-19,Person_4,09:11-17:13,DANGER,11,50
2023-09-19,Person_8,09:39-16:33,DANGER,39,200
2023-09-19,Person_11,09:09-17:19,DANGER,9,50
2023-09-19,Person_12,09:35-17:14,DANGER,35,200
2023-09-19,Person_13,09:20-16:46,DANGER,20,100
2023-09-19,Person_16,09:03-16:59,DANGER,3,50
2023-09-19,Person_20,09:02-16:51,DANGER,2,50
2023-09-19,Person_22,09:16-17:24,DANGER,16,100
2023-09-19,Person_26,09:10-16:48,DANGER,10,50
2023-09-19,Person_28,09:05-17:00,DANGER,5,50
2023-09-19,Person_29,09:02-16:53,DANGER,2,50
2023-09-19,Person_30,09:09-17:12,DANGER,9,50
2023-09-19,Person_33,09:11-16:52,DANGER,11,50
2023-09-19,Person_34,09:13-17:02,DANGER,13,50
2023-09-19,Person_35,09:12-17:11,DANGER,12,50
2023-09-19,Person_39,09:12-16:50,DANGER,12,50
2023-09-19,Person_41,09:08-17:03,DANGER,8,50
2023-09-19,Person_43,09:16-17:12,DANGER,16,100
2023-09-19,Person_44,09:18-16:24,DANGER,18,100
2023-09-19,Person_48,09:05-17:04,DANGER,5,50
2023-09-19,Person_50,09:06-16:50,DANGER,6,50
2023-09-19,Person_51,09:09-16:32,DANGER,9,50
2023-09-19,Person_52,09:04-16:56,DANGER,4,50
2023-09-19,Person_53,09:21-17:11,DANGER,21,100
2023-09-19,Person_56,09:09-16:45,DANGER,9,50
2023-09-19,Person_57,09:03-16:34,DANGER,3,50
2023-09-19,Person_61,09:14-16:52,DANGER,14,50
2023-09-19,Person_64,09:01-16:39,DANGER,1,50
2023-09-19,Person_65,09:09-17:02,DANGER,9,50
2023-09-19,Person_66,09:17-17:07,DANGER,17,100
2023-09-19,Person_68,09:13-17:18,DANGER,13,50
2023-09-19,Person_69,09:05-16:47,DANGER,5,50
2023-09-19,Person_70,09:07-16:34,DANGER,7,50
2023-09-19,Person_74,09:05-17:13,DANGER,5,50
2023-09-19,Person_77,09:02-16:37,DANGER,2,50
2023-09-19,Person_78,09:03-17:04,DANGER,3,50
2023-09-19,Person_79,09:16-17:07,DANGER,16,100
2023-09-19,Person_81,09:11-17:02,DANGER,11,50
2023-09-19,Person_82,09:06-16:51,DANGER,6,50
2023-09-19,Person_83,09:04-16:40,DANGER,4,50
2023-09-19,Person_84,09:22-17:14,DANGER,22,100
2023-09-19,Person_86,09:05-17:09,DANGER,5,50
2023-09-19,Person_87,09:03-16:47,DANGER,3,50
2023-09-19,Person_88,09:06-16:50,DANGER,6,50
2023-09-19,Person_91,09:02-17:09,DANGER,2,50
2023-09-19,Person_92,09:12-17:10,DANGER,12,50
2023-09-19,Person_96,09:08-16:57,DANGER,8,50
2023-09-19,Person_97,09:18-17:27,DANGER,18,100
2023-09-20,Person_4,09:06-16:51,DANGER,6,50
2023-09-20,Person_7,09:08-16:46,DANGER,8,50
2023-09-20,Person_8,09:10-16:56,DANGER,10,50
2023-09-20,Person_12,09:05-16:43,DANGER,5,50
2023-09-20,Person_13,09:08-16:55,DANGER,8,50
2023-09-20,Person_15,09:02-17:08,DANGER,2,50
2023-09-20,Person_16,09:10-17:01,DANGER,10,50
2023-09-20,Person_17,09:11-17:05,DANGER,11,50
2023-09-20,Person_20,09:14-16:47,DANGER,14,50
2023-09-20,Person_21,09:09-16:53,DANGER,9,50
2023-09-20,Person_22,09:16-16:56,DANGER,16,100
2023-09-20,Person_26,09:08-16:53,DANGER,8,50
2023-09-20,Person_28,09:04-16:50,DANGER,4,50
2023-09-20,Person_30,09:14-17:17,DANGER,14,50
2023-09-20,Person_32,09:14-16:46,DANGER,14,50
2023-09-20,Person_33,09:03-17:06,DANGER,3,50
2023-09-20,Person_35,09:14-17:12,DANGER,14,50
2023-09-20,Person_37,09:14-17:02,DANGER,14,50
2023-09-20,Person_39,09:09-16:57,DANGER,9,50
2023-09-20,Person_41,09:02-16:50,DANGER,2,50
2023-09-20,Person_43,09:08-17:11,DANGER,8,50
2023-09-20,Person_44,09:17-16:55,DANGER,17,100
2023-09-20,Person_47,09:20-16:54,DANGER,20,100
2023-09-20,Person_48,09:05-17:00,DANGER,5,50
2023-09-20,Person_50,09:03-16:45,DANGER,3,50
2023-09-20,Person_52,09:13-16:55,DANGER,13,50
2023-09-20,Person_53,09:11-17:10,DANGER,11,50
2023-09-20,Person_55,09:20-17:30,DANGER,20,100
2023-09-20,Person_57,09:15-16:33,DANGER,15,50
2023-09-20,Person_59,09:05-17:05,DANGER,5,50
2023-09-20,Person_60,09:11-17:04,DANGER,11,50
2023-09-20,Person_61,09:03-17:10,DANGER,3,50
2023-09-20,Person_64,09:20-16:33,DANGER,20,100
2023-09-20,Person_65,09:09-16:52,DANGER,9,50
2023-09-20,Person_66,09:17-17:06,DANGER,17,100
2023-09-20,Person_70,09:15-17:01,DANGER,15,50
2023-09-20,Person_74,09:09-17:08,DANGER,9,50
2023-09-20,Person_75,09:15-16:54,DANGER,15,50
2023-09-20,Person_78,09:04-16:59,DANGER,4,50
2023-09-20,Person_79,09:15-17:22,DANGER,15,50
2023-09-20,Person_82,09:10-16:52,DANGER,10,50
2023-09-20,Person_83,09:01-16:51,DANGER,1,50
2023-09-20,Person_84,09:15-16:34,DANGER,15,50
2023-09-20,Person_86,09:05-17:13,DANGER,5,50
2023-09-20,Person_87,09:03-16:32,DANGER,3,50
2023-09-20,Person_88,09:16-16:51,DANGER,16,100
2023-09-20,Person_91,09:08-17:05,DANGER,8,50
2023-09-20,Person_92,09:04-17:18,DANGER,4,50
2023-09-20,Person_94,09:04-16:50,DANGER,4,50
2023-09-20,Person_97,09:01-17:23,DANGER,1,50
2023-09-21,Person_3,09:09-16:49,DANGER,9,50
2023-09-21,Person_10,09:04-17:04,DANGER,4,50
2023-09-21,Person_13,09:16-16:49,DANGER,16,100
2023-09-21,Person_16,09:12-16:57,DANGER,12,50
2023-09-21,Person_17,09:15-17:06,DANGER,15,50
2023-09-21,Person_20,09:06-16:46,DANGER,6,50
2023-09-21,Person_22,09:21-16:48,DANGER,21,100
2023-09-21,Person_24,09:07-17:14,DANGER,7,50
2023-09-21,Person_25,09:16-16:44,DANGER,16,100
2023-09-21,Person_26,09:11-16:51,DANGER,11,50
2023-09-21,Person_28,09:10-17:11,DANGER,10,50
2023-09-21,Person_30,09:46-17:07,DANGER,46,200
2023-09-21,Person_33,09:04-16:54,DANGER,4,50
2023-09-21,Person_34,09:18-17:08,DANGER,18,100
2023-09-21,Person_35,09:12-17:14,DANGER,12,50
2023-09-21,Person_38,09:20-16:32,DANGER,20,100
2023-09-21,Person_39,09:17-16:51,DANGER,17,100
2023-09-21,Person_41,09:06-16:49,DANGER,6,50
2023-09-21,Person_42,09:05-16:42,DANGER,5,50
2023-09-21,Person_43,09:09-17:12,DANGER,9,50
2023-09-21,Person_44,09:12-16:49,DANGER,12,50
2023-09-21,Person_47,09:01-17:13,DANGER,1,50
2023-09-21,Person_48,09:05-16:44,DANGER,5,50
2023-09-21,Person_52,09:03-16:53,DANGER,3,50
2023-09-21,Person_53,09:04-17:03,DANGER,4,50
2023-09-21,Person_55,09:04-16:57,DANGER,4,50
2023-09-21,Person_56,09:51-16:50,DANGER,51,200
2023-09-21,Person_57,09:17-16:45,DANGER,17,100
2023-09-21,Person_58,09:04-16:55,DANGER,4,50
2023-09-21,Person_59,09:05-17:00,DANGER,5,50
2023-09-21,Person_61,09:08-17:00,DANGER,8,50
2023-09-21,Person_64,09:08-16:45,DANGER,8,50
2023-09-21,Person_65,09:07-17:04,DANGER,7,50
2023-09-21,Person_66,09:13-17:07,DANGER,13,50
2023-09-21,Person_69,09:06-16:38,DANGER,6,50
2023-09-21,Person_70,09:18-16:54,DANGER,18,100
2023-09-21,Person_73,09:13-17:12,DANGER,13,50
2023-09-21,Person_74,09:07-16:57,DANGER,7,50
2023-09-21,Person_75,09:20-16:59,DANGER,20,100
2023-09-21,Person_78,09:02-17:04,DANGER,2,50
2023-09-21,Person_79,09:01-17:10,DANGER,1,50
2023-09-21,Person_82,09:25-16:57,DANGER,25,100
2023-09-21,Person_83,09:07-16:50,DANGER,7,50
2023-09-21,Person_84,09:23-17:12,DANGER,23,100
2023-09-21,Person_87,09:02-16:59,DANGER,2,50
2023-09-21,Person_88,09:21-16:46,DANGER,21,100
2023-09-21,Person_89,09:04-16:48,DANGER,4,50
2023-09-21,Person_91,09:06-17:08,DANGER,6,50
2023-09-21,Person_92,09:08-17:14,DANGER,8,50
2023-09-21,Person_95,09:06-16:59,DANGER,6,50
2023-09-21,Person_96,09:07-17:14,DANGER,7,50
2023-09-22,Person_3,09:15-17:03,DANGER,15,50
2023-09-22,Person_4,09:17-16:59,DANGER,17,100
2023-09-22,Person_7,09:01-16:51,DANGER,1,50
2023-09-22,Person_8,09:04-17:02,DANGER,4,50
2023-09-22,Person_12,09:33-17:27,DANGER,33,200
2023-09-22,Person_13,09:22-16:49,DANGER,22,100
2023-09-22,Person_16,09:13-16:55,DANGER,13,50
2023-09-22,Person_17,09:48-17:02,DANGER,48,200
2023-09-22,Person_21,09:11-16:58,DANGER,11,50
2023-09-22,Person_22,09:24-16:56,DANGER,24,100
2023-09-22,Person_25,09:28-16:30,DANGER,28,100
2023-09-22,Person_26,09:10-16:47,DANGER,10,50
2023-09-22,Person_30,09:09-17:13,DANGER,9,50
2023-09-22,Person_33,09:03-16:57,DANGER,3,50
2023-09-22,Person_34,09:14-16:51,DANGER,14,50
2023-09-22,Person_35,09:16-17:05,DANGER,16,100
2023-09-22,Person_39,09:11-16:54,DANGER,11,50
2023-09-22,Person_43,09:02-17:17,DANGER,2,50
2023-09-22,Person_44,09:12-16:35,DANGER,12,50
2023-09-22,Person_45,09:03-16:33,DANGER,3,50
2023-09-22,Person_46,09:13-16:59,DANGER,13,50
2023-09-22,Person_47,09:05-17:17,DANGER,5,50
2023-09-22,Person_48,09:14-17:07,DANGER,14,50
2023-09-22,Person_52,09:10-16:57,DANGER,10,50
2023-09-22,Person_53,09:18-17:09,DANGER,18,100
2023-09-22,Person_54,09:01-17:12,DANGER,1,50
2023-09-22,Person_55,09:03-17:19,DANGER,3,50
2023-09-22,Person_56,09:14-16:49,DANGER,14,50
2023-09-22,Person_57,09:15-16:39,DANGER,15,50
2023-09-22,Person_60,09:07-16:53,DANGER,7,50
2023-09-22,Person_61,09:13-17:29,DANGER,13,50
2023-09-22,Person_65,09:07-16:59,DANGER,7,50
2023-09-22,Person_66,09:18-16:45,DANGER,18,100
2023-09-22,Person_68,09:01-17:26,DANGER,1,50
2023-09-22,Person_69,09:23-16:45,DANGER,23,100
2023-09-22,Person_70,09:04-17:14,DANGER,4,50
2023-09-22,Person_72,09:05-16:51,DANGER,5,50
2023-09-22,Person_75,09:23-16:50,DANGER,23,100
2023-09-22,Person_77,09:01-16:43,DANGER,1,50
2023-09-22,Person_78,09:03-17:08,DANGER,3,50
2023-09-22,Person_79,09:22-17:08,DANGER,22,100
2023-09-22,Person_82,09:14-16:53,DANGER,14,50
2023-09-22,Person_83,09:07-17:10,DANGER,7,50
2023-09-22,Person_84,09:22-17:36,DANGER,22,100
2023-09-22,Person_85,09:06-17:12,DANGER,6,50
2023-09-22,Person_87,09:02-16:37,DANGER,2,50
2023-09-22,Person_88,09:13-16:51,DANGER,13,50
2023-09-22,Person_91,09:01-17:03,DANGER,1,50
2023-09-22,Person_92,09:08-17:11,DANGER,8,50
2023-09-22,Person_95,09:14-16:58,DANGER,14,50
2023-09-22,Person_96,09:22-17:11,DANGER,22,100
2023-09-22,Person_97,09:02-16:56,DANGER,2,50
2023-09-22,Person_99,09:15-17:31,DANGER,15,50
2023-09-23,Person_2,09:04-16:48,DANGER,4,50
2023-09-23,Person_4,09:11-17:11,DANGER,11,50
2023-09-23,Person_7,09:21-16:50,DANGER,21,100
2023-09-23,Person_8,09:02-16:52,DANGER,2,50
2023-09-23,Person_11,09:12-17:17,DANGER,12,50
2023-09-23,Person_13,09:17-16:51,DANGER,17,100
2023-09-23,Person_16,09:02-17:29,DANGER,2,50
2023-09-23,Person_21,09:07-16:57,DANGER,7,50
2023-09-23,Person_22,09:10-17:20,DANGER,10,50
2023-09-23,Person_25,09:05-16:47,DANGER,5,50
2023-09-23,Person_26,09:09-16:54,DANGER,9,50
2023-09-23,Person_30,09:11-17:19,DANGER,11,50
2023-09-23,Person_32,09:16-16:33,DANGER,16,100
2023-09-23,Person_34,09:06-16:57,DANGER,6,50
2023-09-23,Person_35,09:13-17:07,DANGER,13,50
2023-09-23,Person_39,09:09-17:00,DANGER,9,50
2023-09-23,Person_41,09:10-16:54,DANGER,10,50
2023-09-23,Person_42,09:04-17:12,DANGER,4,50
2023-09-23,Person_43,09:55-17:15,DANGER,55,200
2023-09-23,Person_44,09:10-16:50,DANGER,10,50
2023-09-23,Person_46,09:13-16:51,DANGER,13,50
2023-09-23,Person_47,09:09-17:01,DANGER,9,50
2023-09-23,Person_48,09:12-17:03,DANGER,12,50
2023-09-23,Person_49,09:02-17:14,DANGER,2,50
2023-09-23,Person_50,09:15-16:46,DANGER,15,50
2023-09-23,Person_52,09:03-16:56,DANGER,3,50
2023-09-23,Person_53,09:15-17:15,DANGER,15,50
2023-09-23,Person_55,09:01-17:35,DANGER,1,50
2023-09-23,Person_56,09:10-16:43,DANGER,10,50
2023-09-23,Person_57,09:08-16:52,DANGER,8,50
2023-09-23,Person_60,09:19-17:01,DANGER,19,100
2023-09-23,Person_61,09:13-17:24,DANGER,13,50
2023-09-23,Person_64,09:03-16:42,DANGER,3,50
2023-09-23,Person_65,09:10-17:02,DANGER,10,50
2023-09-23,Person_66,09:09-17:18,DANGER,9,50
2023-09-23,Person_68,09:20-16:32,DANGER,20,100
2023-09-23,Person_70,09:10-16:57,DANGER,10,50
2023-09-23,Person_72,09:09-17:01,DANGER,9,50
2023-09-23,Person_73,09:12-17:08,DANGER,12,50
2023-09-23,Person_74,09:04-17:04,DANGER,4,50
2023-09-23,Person_75,09:14-16:54,DANGER,14,50
2023-09-23,Person_78,09:01-17:05,DANGER,1,50
2023-09-23,Person_79,09:10-17:20,DANGER,10,50
2023-09-23,Person_82,09:13-16:44,DANGER,13,50
2023-09-23,Person_83,09:05-16:50,DANGER,5,50
2023-09-23,Person_84,09:16-16:56,DANGER,16,100
2023-09-23,Person_85,09:04-17:04,DANGER,4,50
2023-09-23,Person_86,09:03-17:01,DANGER,3,50
2023-09-23,Person_87,09:02-17:09,DANGER,2,50
2023-09-23,Person_88,09:15-16:46,DANGER,15,50
2023-09-23,Person_92,09:11-17:08,DANGER,11,50
2023-09-23,Person_95,09:06-17:02,DANGER,6,50
2023-09-23,Person_96,09:07-16:57,DANGER,7,50
2023-09-23,Person_97,09:17-16:57,DANGER,17,100
2023-09-24,Person_3,09:21-17:22,DANGER,21,100
2023-09-24,Person_7,09:16-16:53,DANGER,16,100
2023-09-24,Person_8,09:11-16:33,DANGER,11,50
2023-09-24,Person_13,09:15-16:44,DANGER,15,50
2023-09-24,Person_16,09:02-17:16,DANGER,2,50
2023-09-24,Person_17,09:13-17:13,DANGER,13,50
2023-09-24,Person_21,09:03-17:02,DANGER,3,50
2023-09-24,Person_22,09:23-17:22,DANGER,23,100
2023-09-24,Person_25,09:12-17:04,DANGER,12,50
2023-09-24,Person_26,09:17-16:53,DANGER,17,100
2023-09-24,Person_30,09:02-17:19,DANGER,2,50
2023-09-24,Person_33,09:06-17:02,DANGER,6,50
2023-09-24,Person_35,09:12-17:13,DANGER,12,50
2023-09-24,Person_38,09:13-16:31,DANGER,13,50
2023-09-24,Person_39,09:12-16:58,DANGER,12,50
2023-09-24,Person_42,09:27-17:10,DANGER,27,100
2023-09-24,Person_43,09:24-17:17,DANGER,24,100
2023-09-24,Person_44,09:17-16:48,DANGER,17,100
2023-09-24,Person_47,09:03-16:58,DANGER,3,50
2023-09-24,Person_48,09:08-17:11,DANGER,8,50
2023-09-24,Person_52,09:10-16:59,DANGER,10,50
2023-09-24,Person_53,09:23-17:04,DANGER,23,100
2023-09-24,Person_56,09:17-16:51,DANGER,17,100
2023-09-24,Person_57,09:18-17:04,DANGER,18,100
2023-09-24,Person_60,09:14-17:11,DANGER,14,50
2023-09-24,Person_61,09:17-17:19,DANGER,17,100
2023-09-24,Person_65,09:10-17:04,DANGER,10,50
2023-09-24,Person_66,09:19-17:08,DANGER,19,100
2023-09-24,Person_69,09:06-16:52,DANGER,6,50
2023-09-24,Person_70,09:05-16:56,DANGER,5,50
2023-09-24,Person_73,09:29-17:27,DANGER,29,100
2023-09-24,Person_74,09:04-17:13,DANGER,4,50
2023-09-24,Person_75,09:06-16:45,DANGER,6,50
2023-09-24,Person_78,09:01-17:00,DANGER,1,50
2023-09-24,Person_79,09:04-17:08,DANGER,4,50
2023-09-24,Person_83,09:08-17:15,DANGER,8,50
